bowler,matches_played,runs_conceded,overs_bowled,wickets_taken,economy_rate,strike_rate,Player_Name,Bowling_Skill,Country,season
A Flintoff,3.0,106.0,11.0,2.0,9.636363636363637,33.0,A Flintoff,Right-arm fast-medium,England,2009
A Kumble,42.0,1089.0,163.83333333333334,49.0,6.646998982706002,20.06122448979592,A Kumble,Legbreak googly,India,2009
A Mishra,162.0,4193.0,574.0,183.0,7.304878048780488,18.81967213114754,A Mishra,Legbreak,India,2009
A Mithun,16.0,477.0,52.0,8.0,9.173076923076923,39.0,A Mithun,Right-arm medium,India,2009
A Nehra,88.0,2537.0,329.0,121.0,7.711246200607903,16.31404958677686,A Nehra,Left-arm medium-fast,India,2009
A Singh,23.0,639.0,81.0,31.0,7.888888888888889,15.67741935483871,A Singh,Right-arm medium-fast,India,2009
A Symonds,30.0,694.0,90.0,23.0,7.711111111111111,23.47826086956522,A Symonds,Right-arm offbreak,Australia,2009
AB Agarkar,42.0,1174.0,136.66666666666666,33.0,8.590243902439026,24.848484848484848,AB Agarkar,Right-arm fast,India,2009
AB Dinda,75.0,2103.0,264.8333333333333,82.0,7.940843297671492,19.378048780487806,AB Dinda,Right-arm medium-fast,India,2009
AB McDonald,10.0,263.0,31.333333333333332,14.0,8.393617021276595,13.428571428571429,AB McDonald,Right-arm fast-medium,Australia,2009
AD Mascarenhas,13.0,365.0,51.666666666666664,19.0,7.064516129032258,16.31578947368421,AD Mascarenhas,Right-arm fast-medium,England,2009
AD Mathews,44.0,1095.0,134.5,28.0,8.141263940520446,28.821428571428573,AD Mathews,Right-arm fast-medium,Sri Lanka,2009
AM Nayar,19.0,323.0,39.833333333333336,9.0,8.10878661087866,26.555555555555557,AM Nayar,Right-arm medium,India,2009
AM Rahane,1.0,5.0,1.0,1.0,5.0,6.0,AM Rahane,Right-arm medium,India,2009
AM Salvi,7.0,205.0,26.0,7.0,7.884615384615385,22.285714285714285,AM Salvi,Right-arm medium,India,2009
AS Raut,5.0,45.0,5.0,0.0,9.0,NA,AS Raut,Legbreak googly,India,2009
Anureet Singh,22.0,636.0,71.66666666666667,21.0,8.874418604651162,20.476190476190474,Anureet Singh,Right-arm medium,India,2009
B Akhil,13.0,246.0,32.166666666666664,7.0,7.647668393782384,27.571428571428573,B Akhil,Right-arm medium-fast,India,2009
B Lee,38.0,1126.0,152.66666666666666,30.0,7.3755458515283845,30.533333333333335,B Lee,Right-arm fast,Australia,2009
BAW Mendis,10.0,306.0,41.333333333333336,9.0,7.403225806451612,27.555555555555557,BAW Mendis,Right-arm offbreak,Sri Lanka,2009
BJ Hodge,20.0,310.0,39.666666666666664,18.0,7.815126050420169,13.222222222222221,BJ Hodge,Right-arm offbreak,Australia,2009
C Nanda,3.0,58.0,8.333333333333334,2.0,6.959999999999999,25.0,C Nanda,Legbreak,India,2009
CH Gayle,38.0,755.0,97.33333333333333,19.0,7.756849315068494,30.736842105263158,CH Gayle,Right-arm offbreak,West Indies,2009
CK Langeveldt,7.0,199.0,27.5,13.0,7.236363636363636,12.692307692307692,CK Langeveldt,Right-arm fast-medium,England,2009
D du Preez,2.0,56.0,7.166666666666667,4.0,7.813953488372093,10.75,D du Preez,Right-arm fast-medium,South Africa,2009
DJ Bravo,158.0,4436.0,549.3333333333334,207.0,8.075242718446601,15.922705314009661,DJ Bravo,Right-arm medium-fast,West Indies,2009
DJ Hussey,26.0,485.0,53.833333333333336,10.0,9.009287925696594,32.3,DJ Hussey,Right-arm offbreak,Australia,2009
DL Vettori,34.0,894.0,130.83333333333334,34.0,6.83312101910828,23.08823529411765,DL Vettori,Slow left-arm orthodox,New Zealand,2009
DP Nannes,29.0,815.0,114.83333333333333,38.0,7.097242380261249,18.13157894736842,DP Nannes,Left-arm fast,Australia,2009
DR Smith,46.0,825.0,92.83333333333333,27.0,8.88689407540395,20.62962962962963,DR Smith,Right-arm medium,West Indies,2009
DS Kulkarni,92.0,2513.0,312.6666666666667,91.0,8.03731343283582,20.615384615384617,DS Kulkarni,Right-arm medium,India,2009
DW Steyn,95.0,2583.0,380.3333333333333,105.0,6.791411042944786,21.733333333333334,DW Steyn,Right-arm fast,South Africa,2009
FH Edwards,6.0,160.0,25.0,6.0,6.4,25.0,FH Edwards,Right-arm fast,West Indies,2009
GR Napier,1.0,28.0,4.0,1.0,7.0,24.0,GR Napier,Right-arm medium,England,2009
Harbhajan Singh,160.0,4101.0,582.6666666666666,161.0,7.0383295194508015,21.714285714285715,Harbhajan Singh,Right-arm offbreak,India,2009
Harmeet Singh,28.0,747.0,95.66666666666667,31.0,7.808362369337979,18.516129032258064,Harmeet Singh,Slow left-arm orthodox,India,2009
I Sharma,110.0,3255.0,404.8333333333333,96.0,8.04034582132565,25.302083333333332,I Sharma,Right-arm fast-medium,India,2009
IK Pathan,101.0,2711.0,352.1666666666667,99.0,7.698059630856601,21.343434343434343,IK Pathan,Left-arm medium-fast,India,2009
J Botha,34.0,818.0,118.16666666666667,27.0,6.922425952045134,26.25925925925926,J Botha,Right-arm offbreak,South Africa,2009
JA Morkel,87.0,2409.0,301.1666666666667,96.0,7.998893193137797,18.822916666666668,JA Morkel,Right-arm medium-fast,South Africa,2009
JD Ryder,16.0,314.0,40.166666666666664,11.0,7.817427385892117,21.90909090909091,JD Ryder,Right-arm medium,New Zealand,2009
JDP Oram,14.0,362.0,40.666666666666664,13.0,8.901639344262296,18.76923076923077,JDP Oram,Right-arm fast-medium,New Zealand,2009
JH Kallis,89.0,2348.0,299.8333333333333,74.0,7.8310172317954425,24.31081081081081,JH Kallis,Right-arm fast-medium,South Africa,2009
JP Duminy,49.0,847.0,116.83333333333333,23.0,7.249643366619116,30.47826086956522,JP Duminy,Right-arm offbreak,South Africa,2009
Jaskaran Singh,7.0,174.0,18.5,6.0,9.405405405405405,18.5,Jaskaran Singh,Right-arm medium,India,2009
Joginder Sharma,15.0,421.0,45.333333333333336,13.0,9.286764705882353,20.923076923076923,Joginder Sharma,Right-arm fast-medium,India,2009
K Goel,6.0,94.0,11.166666666666666,0.0,8.417910447761194,NA,K Goel,Right-arm offbreak,India,2009
KP Appanna,13.0,291.0,37.0,11.0,7.864864864864865,20.181818181818183,KP Appanna,Slow left-arm orthodox,India,2009
KP Pietersen,13.0,218.0,30.0,9.0,7.266666666666667,20.0,KP Pietersen,Right-arm offbreak,South Africa,2009
Kamran Khan,9.0,248.0,29.5,14.0,8.40677966101695,12.642857142857142,Kamran Khan,Left-arm medium-fast,India,2009
L Balaji,73.0,2083.0,262.3333333333333,85.0,7.940279542566709,18.51764705882353,L Balaji,Right-arm medium-fast,India,2009
LA Carseldine,1.0,6.0,1.1666666666666667,1.0,5.142857142857142,7.0,LA Carseldine,Legbreak,Australia,2009
LR Shukla,27.0,458.0,54.333333333333336,17.0,8.429447852760736,19.176470588235293,LR Shukla,Right-arm medium,India,2009
LRPL Taylor,2.0,24.0,2.1666666666666665,0.0,11.076923076923078,NA,LRPL Taylor,Right-arm offbreak,New Zealand,2009
M Kartik,55.0,1418.0,197.0,39.0,7.197969543147208,30.307692307692307,M Kartik,Slow left-arm orthodox,India,2009
M Morkel,70.0,2136.0,283.1666666666667,88.0,7.543260741612713,19.306818181818183,M Morkel,Right-arm fast,South Africa,2009
M Muralitharan,66.0,1765.0,263.5,67.0,6.698292220113852,23.597014925373134,M Muralitharan,Right-arm offbreak,Sri Lanka,2009
MC Henriques,60.0,1302.0,163.16666666666666,46.0,7.9795709908069465,21.282608695652176,MC Henriques,Right-arm fast-medium,Australia,2009
MF Maharoof,20.0,532.0,73.5,33.0,7.238095238095238,13.363636363636363,MF Maharoof,Right-arm fast-medium,India,2009
MK Tiwary,6.0,83.0,7.5,1.0,11.066666666666666,45.0,MK Tiwary,Legbreak googly,India,2009
MM Patel,63.0,1733.0,230.33333333333334,82.0,7.523878437047757,16.853658536585368,MM Patel,Right-arm medium-fast,India,2009
MS Gony,44.0,1317.0,154.16666666666666,39.0,8.542702702702703,23.71794871794872,MS Gony,Right-arm medium,India,2009
Mashrafe Mortaza,1.0,59.0,4.666666666666667,1.0,12.642857142857142,28.0,Mashrafe Mortaza,Right-arm fast-medium,Bangladesh,2009
P Kumar,119.0,3342.0,439.5,102.0,7.604095563139932,25.852941176470587,P Kumar,Right-arm medium,India,2009
PJ Sangwan,42.0,1267.0,150.83333333333334,44.0,8.4,20.568181818181817,PJ Sangwan,Left-arm medium,India,2009
PP Chawla,191.0,5179.0,649.1666666666666,201.0,7.977920410783056,19.378109452736318,PP Chawla,Legbreak,India,2009
PP Ojha,90.0,2399.0,324.1666666666667,99.0,7.40051413881748,19.646464646464647,PP Ojha,Slow left-arm orthodox,India,2009
Pankaj Singh,17.0,472.0,51.833333333333336,11.0,9.106109324758842,28.272727272727273,Pankaj Singh,Right-arm medium-fast,India,2009
R Ashwin,208.0,5435.0,779.8333333333334,198.0,6.969437914084206,23.63131313131313,R Ashwin,Right-arm offbreak,India,2009
R Bhatia,91.0,2059.0,276.8333333333333,82.0,7.437688139674895,20.25609756097561,R Bhatia,Right-arm medium-fast,India,2009
R Vinay Kumar,104.0,3041.0,364.3333333333333,127.0,8.346752058554438,17.212598425196852,R Vinay Kumar,Right-arm medium,India,2009
RA Jadeja,211.0,4917.0,649.1666666666666,169.0,7.5743260590500645,23.047337278106507,RA Jadeja,Slow left-arm orthodox,India,2009
RA Shaikh,1.0,11.0,1.0,0.0,11.0,NA,RA Shaikh,Left-arm medium,India,2009
RE van der Merwe,21.0,515.0,75.83333333333333,25.0,6.791208791208792,18.2,RE van der Merwe,Slow left-arm orthodox,South Africa,2009
RG Sharma,32.0,462.0,58.166666666666664,16.0,7.9426934097421205,21.8125,RG Sharma,Right-arm offbreak,India,2009
RJ Harris,37.0,1085.0,144.16666666666666,47.0,7.526011560693642,18.404255319148938,RJ Harris,Right-arm fast,Australia,2009
RP Singh,82.0,2417.0,312.3333333333333,100.0,7.738527214514408,18.74,RP Singh,Left-arm fast-medium,India,2009
RR Bose,1.0,24.0,2.0,0.0,12.0,NA,RR Bose,Right-arm fast-medium,India,2009
RR Powar,26.0,538.0,73.83333333333333,15.0,7.286681715575622,29.533333333333335,RR Powar,Right-arm offbreak,India,2009
RR Raje,10.0,214.0,24.0,7.0,8.916666666666666,20.571428571428573,RR Raje,Right-arm fast-medium,India,2009
RS Bopara,14.0,301.0,35.5,13.0,8.47887323943662,16.384615384615383,RS Bopara,Right-arm medium,England,2009
S Sreesanth,44.0,1221.0,157.83333333333334,43.0,7.736008447729672,22.023255813953487,S Sreesanth,Right-arm fast-medium,India,2009
S Tyagi,14.0,304.0,36.666666666666664,6.0,8.290909090909091,36.666666666666664,S Tyagi,Right-arm medium,India,2009
SB Jakati,57.0,1474.0,183.5,50.0,8.032697547683924,22.02,SB Jakati,Slow left-arm orthodox,India,2009
SB Styris,11.0,278.0,37.0,9.0,7.513513513513513,24.666666666666668,SB Styris,Right-arm medium,New Zealand,2009
SC Ganguly,20.0,370.0,46.666666666666664,12.0,7.928571428571429,23.333333333333332,SC Ganguly,Right-arm medium,India,2009
SK Raina,69.0,1139.0,155.0,30.0,7.348387096774194,31.0,SK Raina,Right-arm offbreak,India,2009
SK Trivedi,75.0,1944.0,259.5,73.0,7.491329479768786,21.328767123287673,SK Trivedi,Right-arm medium,India,2009
SK Warne,54.0,1465.0,203.83333333333334,60.0,7.187244480784955,20.383333333333333,SK Warne,Legbreak googly,Australia,2009
SL Malinga,122.0,3486.0,495.6666666666667,188.0,7.032952252858103,15.819148936170214,SL Malinga,Right-arm fast,Sri Lanka,2009
SM Harwood,3.0,74.0,11.166666666666666,3.0,6.6268656716417915,22.333333333333332,SM Harwood,Right-arm fast-medium,Australia,2009
SR Tendulkar,4.0,59.0,6.166666666666667,0.0,9.567567567567567,NA,SR Tendulkar,Right-arm offbreak,India,2009
SS Sarkar,2.0,34.0,4.166666666666667,1.0,8.16,25.0,SS Sarkar,Right-arm medium,India,2009
ST Jayasuriya,21.0,396.0,50.166666666666664,16.0,7.893687707641196,18.8125,ST Jayasuriya,Slow left-arm orthodox,Sri Lanka,2009
Shoaib Ahmed,7.0,154.0,17.166666666666668,5.0,8.970873786407767,20.6,Shoaib Ahmed,Right-arm fast-medium,Pakistan,2009
T Henderson,2.0,41.0,6.0,1.0,6.833333333333333,36.0,T Henderson,Right-arm fast-medium,South Africa,2009
T Thushara,6.0,164.0,24.0,10.0,6.833333333333333,14.4,T Thushara,Left-arm fast-medium,Sri Lanka,2009
TL Suman,11.0,198.0,25.333333333333332,7.0,7.815789473684211,21.714285714285715,TL Suman,Right-arm offbreak,India,2009
TM Dilshan,25.0,368.0,45.833333333333336,5.0,8.02909090909091,55.0,TM Dilshan,Right-arm offbreak,Sri Lanka,2009
V Kohli,26.0,371.0,44.0,5.0,8.431818181818182,52.8,V Kohli,Right-arm medium,India,2009
V Sehwag,15.0,236.0,23.0,6.0,10.26086956521739,23.0,V Sehwag,Right-arm offbreak,India,2009
VRV Singh,18.0,549.0,61.833333333333336,16.0,8.878706199460916,23.1875,VRV Singh,Right-arm medium-fast,India,2009
VS Malik,13.0,268.0,35.333333333333336,6.0,7.584905660377358,35.333333333333336,VS Malik,Right-arm medium,India,2009
VY Mahesh,17.0,511.0,59.833333333333336,22.0,8.540389972144846,16.318181818181817,VY Mahesh,Right-arm medium-fast,India,2009
WA Mota,7.0,98.0,12.5,4.0,7.84,18.75,WA Mota,Right-arm medium,India,2009
WPUJC Vaas,13.0,364.0,48.0,22.0,7.583333333333333,13.090909090909092,WPUJC Vaas,Left-arm fast-medium,Sri Lanka,2009
Y Nagar,8.0,125.0,12.0,4.0,10.416666666666666,18.0,Y Nagar,Right-arm offbreak,India,2009
Y Venugopal Rao,20.0,338.0,37.0,7.0,9.135135135135135,31.714285714285715,Y Venugopal Rao,Right-arm offbreak,India,2009
YA Abdulla,11.0,311.0,37.0,15.0,8.405405405405405,14.8,YA Abdulla,Left-arm fast-medium,India,2009
YK Pathan,82.0,1443.0,197.33333333333334,46.0,7.3125,25.73913043478261,YK Pathan,Right-arm offbreak,India,2009
Yuvraj Singh,73.0,1091.0,147.0,39.0,7.421768707482993,22.615384615384617,Yuvraj Singh,Slow left-arm orthodox,India,2009
Z Khan,99.0,2860.0,379.3333333333333,119.0,7.539543057996485,19.126050420168067,Z Khan,Left-arm fast-medium,India,2009
