bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
A Dananjaya,1.0,25.0,47.0,0.0,0.0,11.28,0.0
A Mishra,10.0,226.0,265.0,13.0,20.384615384615383,7.035398230088496,17.384615384615383
AD Russell,15.0,239.0,360.0,13.0,27.692307692307693,9.03765690376569,18.384615384615383
AJ Tye,14.0,353.0,459.0,28.0,16.392857142857142,7.80169971671388,12.607142857142858
AR Patel,8.0,158.0,221.0,3.0,73.66666666666667,8.39240506329114,52.666666666666664
AS Rajpoot,8.0,166.0,230.0,11.0,20.90909090909091,8.313253012048193,15.090909090909092
Ankit Sharma,1.0,6.0,11.0,0.0,0.0,11.0,0.0
Anureet Singh,3.0,24.0,42.0,2.0,21.0,10.5,12.0
Avesh Khan,6.0,117.0,205.0,4.0,51.25,10.512820512820513,29.25
B Kumar,12.0,286.0,357.0,10.0,35.7,7.48951048951049,28.6
B Laughlin,7.0,134.0,212.0,9.0,23.555555555555557,9.492537313432836,14.88888888888889
B Stanlake,4.0,100.0,130.0,5.0,26.0,7.8,20.0
BA Stokes,12.0,232.0,307.0,9.0,34.111111111111114,7.939655172413794,25.77777777777778
BB Sran,6.0,146.0,231.0,6.0,38.5,9.493150684931507,24.333333333333332
BCJ Cutting,7.0,105.0,169.0,2.0,84.5,9.657142857142857,52.5
Basil Thampi,4.0,62.0,115.0,5.0,23.0,11.129032258064516,12.4
C de Grandhomme,7.0,97.0,132.0,3.0,44.0,8.164948453608247,32.333333333333336
CH Morris,4.0,87.0,148.0,3.0,49.333333333333336,10.206896551724139,29.0
CJ Anderson,3.0,56.0,117.0,5.0,23.4,12.535714285714285,11.2
CJ Dala,1.0,19.0,34.0,0.0,0.0,10.736842105263158,0.0
CJ Jordan,1.0,25.0,35.0,0.0,0.0,8.399999999999999,0.0
CR Brathwaite,4.0,64.0,96.0,6.0,16.0,9.0,10.666666666666666
CR Woakes,5.0,118.0,196.0,8.0,24.5,9.966101694915254,14.75
DJ Bravo,16.0,338.0,538.0,18.0,29.88888888888889,9.550295857988166,18.77777777777778
DJ Hooda,2.0,19.0,25.0,0.0,0.0,7.894736842105264,0.0
DJ Willey,3.0,61.0,96.0,2.0,48.0,9.442622950819672,30.5
DJM Short,2.0,18.0,23.0,1.0,23.0,7.666666666666667,18.0
DL Chahar,12.0,248.0,281.0,10.0,28.1,6.798387096774193,24.8
DS Kulkarni,8.0,126.0,189.0,4.0,47.25,9.0,31.5
DT Christian,4.0,71.0,106.0,4.0,26.5,8.957746478873238,17.75
GJ Maxwell,10.0,98.0,132.0,5.0,26.4,8.081632653061225,19.6
HH Pandya,13.0,270.0,391.0,19.0,20.57894736842105,8.688888888888888,14.210526315789474
HV Patel,5.0,109.0,169.0,7.0,24.142857142857142,9.302752293577981,15.571428571428571
Harbhajan Singh,12.0,193.0,270.0,7.0,38.57142857142857,8.39378238341969,27.571428571428573
IS Sodhi,6.0,138.0,137.0,5.0,27.4,5.956521739130435,27.6
Imran Tahir,6.0,126.0,193.0,6.0,32.166666666666664,9.19047619047619,21.0
JC Archer,10.0,249.0,329.0,15.0,21.933333333333334,7.927710843373494,16.6
JD Unadkat,15.0,310.0,486.0,12.0,40.5,9.406451612903226,25.833333333333332
JJ Bumrah,14.0,333.0,383.0,17.0,22.529411764705884,6.900900900900901,19.58823529411765
JP Duminy,2.0,18.0,36.0,0.0,0.0,12.0,0.0
JPR Scantlebury-Searles,3.0,45.0,89.0,2.0,44.5,11.866666666666667,22.5
K Gowtham,15.0,244.0,321.0,12.0,26.75,7.89344262295082,20.333333333333332
K Khejroliya,3.0,70.0,110.0,2.0,55.0,9.428571428571429,35.0
KH Pandya,13.0,246.0,288.0,14.0,20.571428571428573,7.024390243902439,17.571428571428573
KK Ahmed,1.0,19.0,39.0,0.0,0.0,12.31578947368421,0.0
KM Asif,2.0,38.0,75.0,3.0,25.0,11.842105263157896,12.666666666666666
KV Sharma,5.0,58.0,90.0,4.0,22.5,9.310344827586208,14.5
Kuldeep Yadav,16.0,312.0,423.0,18.0,23.5,8.134615384615385,17.333333333333332
L Ngidi,7.0,163.0,162.0,13.0,12.461538461538462,5.963190184049079,12.538461538461538
LE Plunkett,7.0,154.0,228.0,4.0,57.0,8.883116883116882,38.5
M Ashwin,2.0,45.0,54.0,3.0,18.0,7.2,15.0
M Markande,14.0,268.0,376.0,15.0,25.066666666666666,8.417910447761194,17.866666666666667
M Prasidh Krishna,7.0,177.0,261.0,12.0,21.75,8.847457627118644,14.75
MA Wood,1.0,25.0,50.0,0.0,0.0,12.0,0.0
MG Johnson,6.0,133.0,218.0,2.0,109.0,9.834586466165414,66.5
MJ McClenaghan,11.0,250.0,340.0,16.0,21.25,8.16,15.625
MK Lomror,2.0,18.0,27.0,0.0,0.0,9.0,0.0
MK Tiwary,1.0,7.0,10.0,0.0,0.0,8.571428571428571,0.0
MM Ali,5.0,81.0,98.0,6.0,16.333333333333332,7.2592592592592595,13.5
MM Sharma,9.0,186.0,328.0,7.0,46.857142857142854,10.580645161290322,26.571428571428573
MP Stoinis,6.0,66.0,121.0,3.0,40.333333333333336,11.0,22.0
Mohammad Nabi,2.0,30.0,47.0,1.0,47.0,9.4,30.0
Mohammed Shami,4.0,85.0,144.0,3.0,48.0,10.164705882352942,28.333333333333332
Mohammed Siraj,11.0,264.0,372.0,12.0,31.0,8.454545454545455,22.0
Mujeeb Ur Rahman,11.0,254.0,292.0,15.0,19.466666666666665,6.89763779527559,16.933333333333334
Mustafizur Rahman,7.0,167.0,232.0,9.0,25.77777777777778,8.335329341317365,18.555555555555557
N Rana,5.0,38.0,44.0,4.0,11.0,6.947368421052632,9.5
P Negi,2.0,24.0,49.0,1.0,49.0,12.25,24.0
PJ Sangwan,1.0,12.0,20.0,0.0,0.0,10.0,0.0
PP Chawla,15.0,296.0,419.0,14.0,29.928571428571427,8.493243243243242,21.142857142857142
R Ashwin,14.0,314.0,411.0,11.0,37.36363636363637,7.853503184713375,28.545454545454547
R Tewatia,8.0,134.0,174.0,6.0,29.0,7.791044776119404,22.333333333333332
R Vinay Kumar,2.0,25.0,65.0,2.0,32.5,15.6,12.5
RA Jadeja,14.0,250.0,310.0,12.0,25.833333333333332,7.44,20.833333333333332
Rashid Khan,17.0,411.0,466.0,23.0,20.26086956521739,6.802919708029197,17.869565217391305
S Gopal,10.0,188.0,239.0,12.0,19.916666666666668,7.627659574468085,15.666666666666666
S Kaul,17.0,402.0,558.0,24.0,23.25,8.328358208955224,16.75
S Lamichhane,3.0,73.0,86.0,5.0,17.2,7.068493150684932,14.6
S Nadeem,6.0,92.0,162.0,5.0,32.4,10.565217391304348,18.4
SN Thakur,13.0,295.0,433.0,17.0,25.470588235294116,8.80677966101695,17.352941176470587
SP Narine,16.0,371.0,473.0,17.0,27.823529411764707,7.649595687331536,21.823529411764707
SR Watson,11.0,176.0,252.0,7.0,36.0,8.590909090909092,25.142857142857142
STR Binny,1.0,14.0,33.0,0.0,0.0,14.142857142857142,0.0
Sandeep Sharma,12.0,273.0,334.0,14.0,23.857142857142858,7.34065934065934,19.5
Shakib Al Hasan,17.0,345.0,458.0,16.0,28.625,7.965217391304348,21.5625
Shivam Mavi,9.0,179.0,273.0,7.0,39.0,9.150837988826815,25.571428571428573
TA Boult,14.0,327.0,476.0,20.0,23.8,8.73394495412844,16.35
TG Southee,8.0,183.0,263.0,8.0,32.875,8.62295081967213,22.875
TK Curran,5.0,64.0,118.0,6.0,19.666666666666668,11.0625,10.666666666666666
UT Yadav,14.0,331.0,424.0,20.0,21.2,7.685800604229607,16.55
V Shankar,4.0,34.0,58.0,1.0,58.0,10.235294117647058,34.0
Washington Sundar,7.0,122.0,194.0,4.0,48.5,9.540983606557377,30.5
YK Pathan,1.0,12.0,14.0,1.0,14.0,7.0,12.0
YS Chahal,14.0,313.0,374.0,12.0,31.166666666666668,7.169329073482428,26.083333333333332
Yuvraj Singh,2.0,13.0,23.0,0.0,0.0,10.615384615384617,0.0
